CIK,IRS_NUMBER,CONFORMED_NAME,MinOfFILING_DATE,FORMER_CONFORMED_NAME,FORMER_NAME_CHANGED,ASSIGNED_SIC,I_COUNTRY,I_STPR,B_STREET,B_STREET1,B_STREET2,B_CITY,B_STPR,B_POSTAL,B_COUNTRY,B_PHONE,M_STREET,M_STREET1,M_STREET2,M_CITY,M_STPR,M_POSTAL,M_COUNTRY
29644,410222640,DONALDSON CO INC,20080603,,,3564,US,DE,1400 W. 94TH ST. ,1400 W. 94TH ST.,,MINNEAPOLIS,MN,55431,US,6128873131,1400 W 94TH STREET ,1400 W 94TH STREET,,MINNEAPOLIS,MN,55431,US
29646,131898818,CREDIT SUISSE (USA) INC,20090316,CREDIT SUISSE FIRST BOSTON USA INC,20001116,6200,US,DE,ELEVEN MADISON AVE ,ELEVEN MADISON AVE,,NEW YORK,NY,10010,US,212 325-2000,ELEVEN MADISON AVE ,ELEVEN MADISON AVE,,NEW YORK,NY,10010,US
"29648,132741729,PERSHING LLC,20100303,""DONALDSON, LUFKIN & JENRETTE SECURITIES CORPORATION"",20030124,,US,DE,ONE PERSHING PLAZA ,ONE PERSHING PLAZA,,JERSEY CITY,NJ,7399,US,201-413-2130,ONE PERSHING PLAZA 10TH FLOOR,ONE PERSHING PLAZA,10TH FLOOR,JERSEY CITY,NJ,7399,US"
29669,361004130,RR DONNELLEY & SONS CO,20080625,DONNELLEY R R & SONS CO,19920703,2750,US,DE,111 SOUTH WACKER DRIVE ,111 SOUTH WACKER DRIVE,,CHICAGO,IL,60606,US,3123268000,111 SOUTH WACKER DRIVE ,111 SOUTH WACKER DRIVE,,CHICAGO,IL,60606,US
"29780,410836886,""DORN & CO., INC."",20120314,DORN & CO INC                                           /BD,20000101,,US,MN,216 EAST WASHINGTON AVENUE ,216 EAST WASHINGTON AVENUE,,FERGUS FALLS,MN,56537-2812,US,218-739-5236,216 EAST WASHINGTON AVENUE ,216 EAST WASHINGTON AVENUE,,FERGUS FALLS,MN,56537-2812,US"
"29805,720520792,""DORSEY & COMPANY, INC."",20091008,DORSEY & CO INC                                         /BD,20000101,,US,LA,511 GRAVIER STREET ,511 GRAVIER STREET,,NEW ORLEANS,LA,70130-2701,US,504-592-3266,511 GRAVIER STREET ,511 GRAVIER STREET,,NEW ORLEANS,LA,70130-2701,US"
29806,131889304,CONSTAR INTERNATIONAL INC,20080610,DORSEY CORP,19870514,3080,US,DE,ONE CROWN WAY ,ONE CROWN WAY,,PHILADELPHIA,PA,19154-4,US,215 698 5100, ,,,,,,
29834,830214692,ESCALERA RESOURCES CO.,20140404,DOUBLE EAGLE PETROLEUM CO,20010411,1311,US,MD,1675 BROADWAY SUITE 2200,1675 BROADWAY,SUITE 2200,DENVER,CO,80202,US,3037948445,1675 BROADWAY SUITE 2200,1675 BROADWAY,SUITE 2200,DENVER,CO,80202,US
"29853,132638130,""DOUGLAS & CO. MUNICIPALS, INC."",20090806,DOUGLAS & CO MUNICIPALS INC                             /BD,20020321,,US,NY,14 EAST 60TH ST. ,14 EAST 60TH ST.,,NEW YORK,NY,10022,US,212-826-3303,14 EAST 60TH ST. ,14 EAST 60TH ST.,,NEW YORK,NY,10022,US"
29905,530257888,DOVER CORP,20110325,DOVER CORP,19920703,3530,US,DE,3005 HIGHLAND PARKWAY SUITE 200,3005 HIGHLAND PARKWAY,SUITE 200,DOWNERS GROVE,IL,60515,US,(630) 541-15,3005 HIGHLAND PARKWAY SUITE 200,3005 HIGHLAND PARKWAY,SUITE 200,DOWNERS GROVE,IL,60515,US
29915,381285128,DOW CHEMICAL CO /DE/,20080602,,,2821,US,DE,2030 DOW CENTER ,2030 DOW CENTER,,MIDLAND,MI,48674-2030,US,989-636-1000,2030 DOW CENTER ,2030 DOW CENTER,,MIDLAND,MI,48674-2030,US
29989,131514814,OMNICOM GROUP INC.,20130417,OMNICOM GROUP INC,19920703,7311,US,NY,437 MADISON AVE ,437 MADISON AVE,,NEW YORK,NY,10022,US,2124153600,437 MADISON AVE ,437 MADISON AVE,,NEW YORK,NY,10022,US
30021,440296705,INTERSTATE BRANDS CORP/DE,20081210,INTERSTATE BAKERIES CORP /DE/,19901008,2050,US,DE,12 E ARMOUR BLVD ,12 E ARMOUR BLVD,,KANSAS CITY,MO,64111,US,8165616600,12 E ARMOUR BLVD ,12 E ARMOUR BLVD,,KANSAS CITY,MO,64111,US
30117,751295630,GREATE BAY CASINO CORP,20130717,PRATT HOTEL CORP /DE/,19920703,7990,US,DE,C/O ADVANCED CASINO SYSTEMS CORP 200 DECADON DR SUITE 100,C/O ADVANCED CASINO SYSTEMS CORP,200 DECADON DR SUITE 100,EGG HARBOR TOWNSHIP,NJ,8234,US,6094410704,C/O ADVANCED CASINO SYSTEMS CORP 200 DECADON DR SUITE 100,C/O ADVANCED CASINO SYSTEMS CORP,200 DECADON DR SUITE 100,EGG HARBOR TOWNSHIP,NJ,8234,US
30125,231745238,RIVUS BOND FUND,20120523,RIVUS BOND FUND,20060928,,US,DE,113 KING STREET ,113 KING STREET,,ARMONK,NY,10508,US,9142734545,113 KING STREET ,113 KING STREET,,ARMONK,NY,10508,US
30126,133536115,BURNHAM INVESTORS TRUST,20081210,DREXEL BURNHAM FUND,19890706,,US,DE,1325 AVE. OF THE AMERICAS 26TH FLOOR,1325 AVE. OF THE AMERICAS,26TH FLOOR,NEW YORK,NY,10019,US,8008743863,1325 AVE. OF THE AMERICAS 26TH FLOOR,1325 AVE. OF THE AMERICAS,26TH FLOOR,NEW YORK,NY,10019,US
"30137,231867891,""STRATTON REAL ESTATE FUND, INC."",20111102,""STRATTON MONTHLY DIVIDEND REIT SHARES, INC."",20071113,,US,MD,150 SOUTH WARNER ROAD SUITE 460,150 SOUTH WARNER ROAD,SUITE 460,KING OF PRUSSIA,PA,19406,US,6109410255,150 SOUTH WARNER ROAD SUITE 460,150 SOUTH WARNER ROAD,SUITE 460,KING OF PRUSSIA,PA,19406,US"
30140,770176309,LASERCARD CORP,20080606,DREXLER TECHNOLOGY CORP,19920703,3572,US,DE,1875 NORTH SHORELINE BOULEVARD ,1875 NORTH SHORELINE BOULEVARD,,MOUNTAIN VIEW,CA,94043,US,(650) 969-44,1875 NORTH SHORELINE BOULEVARD ,1875 NORTH SHORELINE BOULEVARD,,MOUNTAIN VIEW,CA,94043,US
"30146,136021175,DREYFUS FUND INC,20090227,NESBETT FUND INC,19680607,,US,NY,THE DREYFUS CORPORATION 200 PARK AVENUE,THE DREYFUS CORPORATION,200 PARK AVENUE,NEW YORK,NY,10166,US,2129226832,""C/O DREYFUS CORP 200 PARK AVENUE, 8TH FLOOR"",C/O DREYFUS CORP,""200 PARK AVENUE, 8TH FLOOR"",NEW YORK,NY,10166,US"
"30151,132847728,DREYFUS A BONDS PLUS INC,20081218,DREYFUS INTERMEDIATE BOND FUND INC,19781206,,US,NY,""THE DREYFUS CORPORATION 200 PARK AVENUE, 8TH FLOOR"",THE DREYFUS CORPORATION,""200 PARK AVENUE, 8TH FLOOR"",NEW YORK,NY,10166,US,2129226838,""DREYFUS CORPORATION 200 PARK AVENUE, 8TH FLOOR"",DREYFUS CORPORATION,""200 PARK AVENUE, 8TH FLOOR"",NEW YORK,NY,10166,US"
