IDRSSD,FDIC Certificate Number,OCC Charter Number,OTS Docket Number,Primary ABA Routing Number,Financial Institution Name,Financial Institution Name Cleaned,Financial Institution Address,Financial Institution City,Financial Institution State,Financial Institution Zip Code,Financial Institution Zip Code 5,Financial Institution Filing Type,Last Date/Time Submission Updated On
940852,9422,0,0,91303130,CITIZENS STATE BANK OF LANKIN,CITIZENS STATE BANK OF LANKIN,401 MAIN STREET ,LANKIN,ND,58250,58250,41,2014-10-23T14:02:52
941176,30218,704983,4983,231270405,COLONIAL BANK FEDERAL SAVINGS BANK,COLONIAL BANK FEDERAL SAVINGS BANK,2745 S. DELSEA DRIVE ,VINELAND,NJ,8360,8360,41,2014-10-29T13:21:50
941233,8494,0,0,71115953,HENRY STATE BANK,HENRY STATE BANK,700 2ND STREET ,HENRY,IL,61537,61537,41,2014-10-22T11:54:35
941541,12226,0,0,81908590,PEOPLES BANK OF ALTENBURG,PEOPLES BANK OF ALTENBURG,8537 MAIN STREET ,ALTENBURG,MO,63732,63732,41,2014-10-24T12:14:21
941653,32487,0,0,101201601,1ST CAMERON STATE BANK,1ST CAMERON STATE BANK,124 SOUTH WALNUT ,CAMERON,MO,644290465,64429,41,2014-10-23T14:49:51
941804,1464,0,0,22307600,BANK OF HOLLAND,BANK OF HOLLAND,12 SOUTH MAIN STREET ,HOLLAND,NY,14080,14080,41,2014-10-29T11:57:05
942258,17733,0,0,91216696,SECURITY STATE BANK OF FERGUS FALLS,SECURITY STATE BANK OF FERGUS FALLS,128 E. WASHINGTON AVE. ,FERGUS FALLS,MN,56537,56537,41,2014-10-28T19:01:11
942454,4059,10051,0,103109264,"PEOPLES NATIONAL BANK OF CHECOTAH, THE",PEOPLES NATIONAL BANK OF CHECOTAH,300 WEST GENTRY AVENUE ,CHECOTAH,OK,74426,74426,41,2014-10-27T17:23:39
942539,22756,0,8951,64103105,PEOPLE'S BANK AND TRUST COMPANY OF PICKETT COUNTY,PEOPLE'S BANK AND TRUST COMPANY OF PICKETT COUNTY,19 COURTHOUSE SQUARE ,BYRDSTOWN,TN,38549,38549,41,2014-10-28T11:03:59
942847,5624,0,0,82904360,BODCAW BANK,BODCAW BANK,307 THOMAS STREET ,STAMPS,AR,71860,71860,41,2014-10-08T16:20:53
942959,3947,0,0,91302034,NORTH COUNTRY BANK,NORTH COUNTRY BANK,217 MAIN STREET ,MCCLUSKY,ND,58463,58463,41,2014-10-23T17:24:55
943143,251,0,15673,73906034,VALLEY BANK AND TRUST,VALLEY BANK AND TRUST,401 MAIN STREET ,MAPLETON,IA,51034,51034,41,2014-10-20T12:40:31
943152,9349,0,0,91207537,"FIRST STATE BANK OF FOUNTAIN, THE",FIRST STATE BANK OF FOUNTAIN,101 MAIN STREET ,FOUNTAIN,MN,55935,55935,41,2014-10-29T21:08:40
943273,30889,0,6068,244172008,"PEOPLES SAVINGS AND LOAN COMPANY, THE",PEOPLES SAVINGS AND LOAN COMPANY,110 N DETROIT STREET ,WEST LIBERTY,OH,43357,43357,41,2014-10-31T08:09:33
943675,29011,0,2762,241271371,MECHANICS BANK,MECHANICS BANK,2 SOUTH MAIN STREET ,MANSFIELD,OH,44902,44902,41,2014-10-29T13:44:36
943853,26519,0,0,91207582,FROST STATE BANK,FROST STATE BANK,205 MAIN STREET ,FROST,MN,56033,56033,41,2014-10-30T17:54:07
943974,31077,706343,6343,253170334,FIRST FEDERAL BANK,FIRST FEDERAL BANK,200 EAST DIVINE STREET ,DUNN,NC,28334,28334,41,2014-10-23T15:42:14
944047,10101,0,0,74908510,"NAPOLEON STATE BANK, THE",NAPOLEON STATE BANK,8912 NORTH US HIGHWAY 421 ,NAPOLEON,IN,47034,47034,41,2014-10-17T14:36:38
944337,147,0,0,61101773,CENTURY BANK & TRUST,CENTURY BANK AND TRUST,141 SOUTH WAYNE STREET ,MILLEDGEVILLE,GA,31061,31061,41,2014-10-28T15:31:21
944355,25894,21793,0,91204255,FIRST NATIONAL BANK,FIRST NATIONAL BANK,2457 BROADWAY AVENUE ,SLAYTON,MN,56172,56172,41,2014-10-28T19:24:43
944551,19829,0,0,103101372,BANK OF COMMERCE,BANK OF COMMERCE,215 WEST MAIN STREET ,CHOUTEAU,OK,74337,74337,41,2014-10-20T11:11:29
944627,14507,0,0,52204359,"CNB BANK, INC.","CNB BANK, INC.",101 S. WASHINGTON ST. ,BERKELEY SPRINGS,WV,25411,25411,41,2014-10-24T11:57:33
944739,9245,0,0,61103182,"BANK OF LAFAYETTE, THE",BANK OF LAFAYETTE,101 W. PATTON STREET ,LA FAYETTE,GA,30728,30728,41,2014-10-28T11:06:29
944748,8503,0,0,73921006,FARMERS STATE BANK,FARMERS STATE BANK,106 CEDAR ,MARCUS,IA,51035,51035,41,2014-10-29T10:09:35
944935,10820,0,0,71113719,STATE BANK OF INDUSTRY,STATE BANK OF INDUSTRY,101 WEST MAIN STREET ,INDUSTRY,IL,61440,61440,41,2014-10-29T11:39:43
945026,14333,0,0,43305092,COMMERCIAL BANK & TRUST OF PA,COMMERCIAL BANK AND TRUST OF PA,900 LIGONIER ST ,LATROBE,PA,15650,15650,41,2014-10-24T13:42:47
945053,15399,0,0,103112594,RCB BANK,RCB BANK,300 WEST PATTI PAGE BOULEVARD ,CLAREMORE,OK,74017,74017,41,2014-10-30T14:57:17
945071,28208,701142,1142,302174728,SAN LUIS VALLEY FEDERAL BANK,SAN LUIS VALLEY FEDERAL BANK,401 EDISON ,ALAMOSA,CO,81101,81101,41,2014-10-27T13:37:53
945950,8842,0,0,91213314,GRAND MARAIS STATE BANK,GRAND MARAIS STATE BANK,211 EAST HIGHWAY 61 ,GRAND MARAIS,MN,55604,55604,41,2014-10-21T11:30:28
945969,11939,0,0,111316793,MULESHOE STATE BANK,MULESHOE STATE BANK,101 WEST AMERICAN BLVD. ,MULESHOE,TX,793471617,79347,41,2014-10-29T16:02:42
946171,26601,0,9804,211372145,BEVERLY BANK,BEVERLY BANK,254 CABOT STREET ,BEVERLY,MA,1915,1915,41,2014-10-29T08:44:51
946274,29024,0,2781,283971600,BEDFORD FEDERAL SAVINGS BANK,BEDFORD FEDERAL SAVINGS BANK,1030 15TH STREET ,BEDFORD,IN,47421,47421,41,2014-10-30T21:04:21
946461,17474,0,0,111322965,FIRST BANK OF MULESHOE,FIRST BANK OF MULESHOE,202 SOUTH FIRST STREET ,MULESHOE,TX,793473602,79347,41,2014-10-10T12:10:33
946555,24305,17606,0,114911506,LLANO NATIONAL BANK,LLANO NATIONAL BANK,1001 FORD STREET ,LLANO,TX,786432307,78643,41,2014-11-04T11:45:46
947150,15694,0,0,103106843,FIRST STATE BANK,FIRST STATE BANK,309 SOUTH RANCHWOOD BOULEVARD ,YUKON,OK,73099,73099,41,2014-10-28T16:32:39
947525,7909,0,0,43312373,MARION CENTER BANK,MARION CENTER BANK,1271 INDIAN SPRINGS ROAD ,INDIANA,PA,15701,15701,41,2014-10-20T14:42:09
947628,829,0,14990,51404846,PEOPLES COMMUNITY BANK,PEOPLES COMMUNITY BANK,15960 KING'S HIGHWAY ,MONTROSS,VA,22520,22520,41,2014-11-06T14:28:49
947655,15333,0,0,91306645,CITIZENS STATE BANK - MIDWEST,CITIZENS STATE BANK - MIDWEST,310 MAIN STREET WEST ,CAVALIER,ND,58220,58220,41,2014-10-27T13:18:37
947749,8063,0,0,74908688,"NORTH SALEM STATE BANK, THE",NORTH SALEM STATE BANK,7 NORTH BROADWAY STREET ,NORTH SALEM,IN,46165,46165,41,2014-10-28T09:44:43
947776,26602,0,4421,211373018,CHARLES RIVER BANK,CHARLES RIVER BANK,70 MAIN STREET ,MEDWAY,MA,2053,2053,41,2014-11-07T16:03:43
947842,16207,0,0,81518197,FIRST COMMUNITY BANK,FIRST COMMUNITY BANK,2911 NORTH WESTWOOD ,POPLAR BLUFF,MO,63901,63901,41,2014-10-22T10:52:24
948036,11329,0,16614,71110550,JOY STATE BANK,JOY STATE BANK,MAIN STREET & WASHINGTON STREET ,JOY,IL,61260,61260,41,2014-10-30T17:40:33
948250,12230,0,0,81506552,PEOPLES BANK,PEOPLES BANK,408 WEST WASHINGTON ,CUBA,MO,65453,65453,41,2014-10-29T10:43:09
948278,26576,0,0,211371939,WRENTHAM CO-OPERATIVE BANK,WRENTHAM CO-OPERATIVE BANK,102 SOUTH STREET ,WRENTHAM,MA,2093,2093,41,2014-10-30T12:24:57
948531,5704,0,0,61209617,BANK OF NEWINGTON,BANK OF NEWINGTON,224 WALTON STREET ,NEWINGTON,GA,30446,30446,41,2014-10-16T13:05:18
948643,1837,0,0,74910087,OSSIAN STATE BANK,OSSIAN STATE BANK,102 NORTH JEFFERSON STREET ,OSSIAN,IN,46777,46777,41,2014-10-16T14:41:56
949154,17842,0,0,111923238,TEXAS BANK AND TRUST COMPANY,TEXAS BANK AND TRUST COMPANY,300 E. WHALEY ,LONGVIEW,TX,756016417,75601,41,2014-11-07T11:22:47
949305,21920,0,12919,211370639,MILLBURY SAVINGS BANK,MILLBURY SAVINGS BANK,109 ELM ST ,MILLBURY,MA,1527,1527,41,2014-10-28T16:00:57
949453,15767,0,0,91216308,FIRST SECURITY BANK - HENDRICKS,FIRST SECURITY BANK - HENDRICKS,113 MAIN STREET ,HENDRICKS,MN,56136,56136,41,2014-10-16T14:53:34
949556,3145,4246,0,111903407,"COMANCHE NATIONAL BANK, THE",COMANCHE NATIONAL BANK,100 EAST CENTRAL STREET ,COMANCHE,TX,76442,76442,41,2014-10-30T14:29:23
950141,15584,0,0,86503424,MID-MISSOURI BANK,MID-MISSOURI BANK,3546 EAST SUNSHINE ,SPRINGFIELD,MO,65809,65809,41,2014-11-10T13:19:45
950178,29047,702825,2825,301071592,"FIRST FEDERAL BANK, F.S.B.","FIRST FEDERAL BANK, F.S.B.",6900 NORTH EXECUTIVE DRIVE ,KANSAS CITY,MO,64120,64120,41,2014-11-05T13:31:27
950356,10175,0,0,91200592,SECURITY STATE BANK OF HIBBING,SECURITY STATE BANK OF HIBBING,701 EAST HOWARD ST. ,HIBBING,MN,55746,55746,41,2014-10-28T15:55:39
950758,1604,0,0,91201258,SECURITY BANK USA,SECURITY BANK USA,1025 PAUL BUNYAN DRIVE NW ,BEMIDJI,MN,56601,56601,41,2014-10-03T13:37:46
950936,12704,0,17018,71120647,KENT BANK,KENT BANK,717 NORTH KENT ROAD ,KENT,IL,61044,61044,41,2014-10-17T14:40:58
951102,90245,0,8424,211871219,MONSON SAVINGS BANK,MONSON SAVINGS BANK,146 MAIN ST ,MONSON,MA,1057,1057,41,2014-10-27T10:19:27
951456,8886,0,0,101004280,BANK OF LEES SUMMIT,BANK OF LEES SUMMIT,210 SOUTHWEST MAIN STREET ,LEES SUMMIT,MO,64063,64063,41,2014-11-03T15:44:50
952172,26444,0,12018,211370273,EVERETT CO-OPERATIVE BANK,EVERETT CO-OPERATIVE BANK,419 BROADWAY ,EVERETT,MA,2149,2149,41,2014-10-21T10:15:48
952257,4232,0,0,103102407,"STATE BANK OF WYNNEWOOD, THE",STATE BANK OF WYNNEWOOD,117 S DEAN A MCGEE ,WYNNEWOOD,OK,73098,73098,41,2014-10-20T16:13:09
952453,9343,23289,0,91202765,"BREMER BANK, NATIONAL ASSOCIATION","BREMER BANK, NATIONAL ASSOCIATION",345 FOURTH AVE. ,INTERNATIONAL FALLS,MN,56649,56649,41,2014-10-30T10:51:22
952677,28262,0,1254,231372248,ESSA BANK & TRUST,ESSA BANK AND TRUST,200 PALMER STREET ,STROUDSBURG,PA,183601645,18360,41,2014-10-30T15:45:05
952846,14291,0,12142,73906872,IOWA STATE BANK,IOWA STATE BANK,409 HIGHWAY 61 SOUTH ,WAPELLO,IA,526530287,52653,41,2014-10-30T10:06:42
953357,15329,0,0,91903666,KASSON STATE BANK,KASSON STATE BANK,203 W. MAIN ,KASSON,MN,55944,55944,41,2014-10-24T13:47:11
953478,30927,706128,6128,271974059,"LAKE FEDERAL BANK, FSB","LAKE FEDERAL BANK, FEDERAL SAVINGS BANK",7048 KENNEDY AVENUE ,HAMMOND,IN,46323,46323,41,2014-10-07T12:47:36
953535,9632,0,12436,71111986,FIRST STATE BANK OF ILLINOIS,FIRST STATE BANK OF ILLINOIS,128 EAST MAIN STREET ,LA HARPE,IL,61450,61450,41,2014-10-30T15:04:27
953843,4526,0,0,101905004,PONY EXPRESS BANK,PONY EXPRESS BANK,213 NORTH MAIN STREET ,BRAYMER,MO,64624,64624,41,2014-10-24T11:57:01
953852,4235,0,0,103009571,YNB,YNB,401 ELM AVENUE ,YUKON,OK,73099,73099,41,2014-10-30T23:32:31
954158,8640,0,0,91309846,FARMERS & MERCHANTS BANK OF NORTH DAKOTA,FARMERS AND MERCHANTS BANK OF NORTH DAKOTA,101 NORTH MAIN STREET ,TOLNA,ND,58380,58380,41,2014-10-30T14:30:21
954251,1956,0,0,81503380,CITIZENS BANK OF ELDON,CITIZENS BANK OF ELDON,110 NORTH MAPLE ,ELDON,MO,65026,65026,41,2014-10-10T13:03:25
954279,26559,0,6525,211371586,STONEHAMBANK,STONEHAMBANK,80 MONTVALE AVENUE ,STONEHAM,MA,2180,2180,41,2014-10-24T11:37:15
954457,18815,0,0,101001018,FIRST BANK OF MISSOURI,FIRST BANK OF MISSOURI,7001 NORTH OAK TRAFFICWAY ,GLADSTONE,MO,64113,64113,41,2014-10-29T10:44:55
954653,10327,0,0,114916488,CITIZENS STATE BANK OF LULING,CITIZENS STATE BANK OF LULING,200 SOUTH MAGNOLIA AVENUE ,LULING,TX,78648,78648,41,2014-11-07T15:20:43
954671,31158,0,0,265370915,FIRST SOUTHERN BANK,FIRST SOUTHERN BANK,1075 HIGHWAY 98 EAST ,COLUMBIA,MS,39429,39429,41,2014-10-28T13:19:25
954774,28283,701292,1292,252070723,FRATERNITY FEDERAL SAVINGS AND LOAN ASSOCIATION,FRATERNITY FEDERAL SAVINGS AND LOAN ASSOCIATION,764 WASHINGTON BOULEVARD ,BALTIMORE,MD,21230,21230,41,2014-10-29T16:00:34
955548,35109,23827,9523,71123149,SOUTHEAST NATIONAL BANK,SOUTHEAST NATIONAL BANK,2036 EAST RIVER DRIVE ,DAVENPORT,IA,52803,52803,41,2014-10-30T13:20:03
955753,16840,0,0,91810979,RIVER FALLS STATE BANK,RIVER FALLS STATE BANK,124 S. 2ND STREET ,RIVER FALLS,WI,54022,54022,41,2014-10-16T13:05:52
955940,8295,0,0,81505702,O'BANNON BANKING COMPANY,O'BANNON BANKING COMPANY,1347 SOUTH ASH STREET ,BUFFALO,MO,65622,65622,41,2014-10-28T08:45:35
955959,12592,0,0,102301911,SECURITY STATE BANK,SECURITY STATE BANK,201 SOUTH 4TH STREET ,BASIN,WY,82410,82410,41,2014-10-24T13:26:25
955977,29087,702889,2889,312270324,BANK'34,BANK'34,500 10TH STREET ,ALAMOGORDO,NM,88310,88310,41,2014-10-30T19:01:01
956134,12410,0,17354,71902043,LA SALLE STATE BANK,LA SALLE STATE BANK,654 FIRST STREET ,LA SALLE,IL,61301,61301,41,2014-10-24T14:43:37
956152,11462,0,0,101216683,INDEPENDENT FARMERS BANK,INDEPENDENT FARMERS BANK,201 WEST MAIN STREET ,MAYSVILLE,MO,64469,64469,41,2014-10-15T13:36:10
956255,5364,7087,0,91802877,"FIRST NATIONAL BANK OF RIVER FALLS, THE",FIRST NATIONAL BANK OF RIVER FALLS,104 E. LOCUST STREET ,RIVER FALLS,WI,54022,54022,41,2014-10-27T13:11:23
956358,18033,0,0,81518605,SECURITY BANK OF THE OZARKS,SECURITY BANK OF THE OZARKS,103 SOUTH MAIN STREET ,EMINENCE,MO,65466,65466,41,2014-10-20T11:28:43
956376,26554,0,12613,211373597,BANK OF EASTON,BANK OF EASTON,275 WASHINGTON STREET ,NORTH EASTON,MA,2356,2356,41,2014-10-30T16:36:45
956527,22925,0,0,41201813,INDEPENDENCE BANK,INDEPENDENCE BANK,4401 ROCKSIDE RD ,INDEPENDENCE,OH,441312162,44131,41,2014-10-23T13:39:18
956554,8564,0,0,101210090,"BANK OF GRAIN VALLEY, THE",BANK OF GRAIN VALLEY,500 SOUTH MAIN STREET ,GRAIN VALLEY,MO,64029,64029,41,2014-10-08T12:52:59
956750,25886,0,0,114915447,RIO BANK,RIO BANK,1655 NORTH 23RD STREET ,MCALLEN,TX,785016736,78501,41,2014-10-30T14:13:35
956938,21906,0,11673,65302303,PRIORITYONE BANK,PRIORITYONE BANK,220 NORTH MAIN STREET ,MAGEE,MS,39111,39111,41,2014-10-28T18:13:45
956956,1780,0,0,102103562,FARMERS STATE BANK OF CALHAN,FARMERS STATE BANK OF CALHAN,458 COLORADO AVENUE ,CALHAN,CO,80808,80808,41,2014-10-28T19:17:49
957047,15174,0,0,75906896,STRATFORD STATE BANK,STRATFORD STATE BANK,307 NORTH WEBER AVENUE ,STRATFORD,WI,54484,54484,41,2014-11-03T11:09:08
957551,1923,0,0,91908373,PEOPLES STATE BANK OF MADISON LAKE,PEOPLES STATE BANK OF MADISON LAKE,500 MAIN STREET ,MADISON LAKE,MN,56063,56063,41,2014-10-16T15:46:32
957757,13068,0,0,101202257,COMMUNITY BANK AND TRUST,COMMUNITY BANK AND TRUST,100 SOUTH WOOD STREET ,NEOSHO,MO,64850,64850,41,2014-10-23T18:06:31
958204,18204,0,7711,221172212,FIRST COUNTY BANK,FIRST COUNTY BANK,160 ATLANTIC STREET ,STAMFORD,CT,6904,6904,41,2014-10-29T13:05:48
958231,18568,0,0,71123398,COMMUNITY BANK OF EASTON,COMMUNITY BANK OF EASTON,SECOND AND MAIN STREET ,EASTON,IL,62633,62633,41,2014-10-15T09:29:12
958473,32260,708063,8063,221272125,WAWEL BANK,WAWEL BANK,104 MAIN AVENUE ,WALLINGTON,NJ,7057,7057,41,2014-10-29T11:44:19
958558,414,0,0,103107444,"STOCK EXCHANGE BANK, THE",STOCK EXCHANGE BANK,1117 TENTH STREET ,WOODWARD,OK,73801,73801,41,2014-10-20T11:00:37
958727,6837,9343,11656,51401027,AMERICAN NATIONAL BANK AND TRUST COMPANY,AMERICAN NATIONAL BANK AND TRUST COMPANY,628 MAIN STREET ,DANVILLE,VA,24541,24541,41,2014-10-28T17:39:15
958763,3368,0,0,111914881,NORMANGEE STATE BANK,NORMANGEE STATE BANK,MAIN & 2ND STREETS ,NORMANGEE,TX,77871,77871,41,2014-10-28T13:54:43
959304,58564,0,0,226070474,FLUSHING BANK,FLUSHING BANK,144-51 NORTHERN BOULEVARD ,FLUSHING,NY,11354,11354,41,2014-10-29T15:34:32
959443,16852,0,0,83907984,"CITIZENS DEPOSIT BANK OF ARLINGTON, INC.","CITIZENS DEPOSIT BANK OF ARLINGTON, INC.",#1 WALNUT STREET ,ARLINGTON,KY,42021,42021,41,2014-10-16T14:14:56
959630,16281,0,0,61212277,BANK OF LUMBER CITY,BANK OF LUMBER CITY,21 MAIN STREET ,LUMBER CITY,GA,31549,31549,41,2014-10-28T08:51:09
959715,24829,0,0,31301752,ATLANTIC COMMUNITY BANKERS BANK,ATLANTIC COMMUNITY BANKERS BANK,1400 MARKET STREET ,CAMP HILL,PA,17011,17011,41,2014-10-27T12:28:11
959779,30951,0,6161,311373125,"TEXAS SAVINGS BANK, STATE SAVINGS BANK","TEXAS SAVINGS BANK, STATE SAVINGS BANK",4500 COLLEGE AVE ,SNYDER,TX,79549,79549,41,2014-10-09T15:56:59
960047,12549,0,0,81913417,BANK OF CALHOUN COUNTY,BANK OF CALHOUN COUNTY,204 MAIN STREET ,HARDIN,IL,62047,62047,41,2014-10-30T15:22:01
960430,17847,14828,0,64208327,NATIONAL BANK OF TENNESSEE,NATIONAL BANK OF TENNESSEE,262 EAST BROADWAY ,NEWPORT,TN,37821,37821,41,2014-10-22T11:35:16
960533,884,0,0,61210541,"CITIZENS STATE BANK OF TAYLOR COUNTY, THE",CITIZENS STATE BANK OF TAYLOR COUNTY,36 MARTIN LUTHER KING DR. ,REYNOLDS,GA,31076,31076,41,2014-10-27T10:10:25
960551,8207,0,0,91212580,PRAIRIE SUN BANK,PRAIRIE SUN BANK,240 NORTH SECOND STREET ,MILAN,MN,56262,56262,41,2014-10-23T17:40:09
960560,10334,0,0,111907490,"OAKWOOD STATE BANK, THE",OAKWOOD STATE BANK,300 MAIN STREET ,OAKWOOD,TX,75855,75855,41,2014-10-30T18:30:57
960935,2138,6207,12255,61103975,QUEENSBOROUGH NATIONAL BANK & TRUST COMPANY,QUEENSBOROUGH NATIONAL BANK AND TRUST COMPANY,113 EAST BROAD STREET ,LOUISVILLE,GA,30434,30434,41,2014-11-07T15:49:59
961259,1164,0,0,102202078,"CITIZENS BANK, THE",CITIZENS BANK,500 WEST BROADWAY ,FARMINGTON,NM,87401,87401,41,2014-11-13T16:40:03
961343,10157,0,11363,72411708,"SHELBY STATE BANK, THE",SHELBY STATE BANK,242 NORTH MICHIGAN ,SHELBY,MI,49455,49455,41,2014-10-20T13:19:37
961400,17262,0,13145,211170376,ESSEX SAVINGS BANK,ESSEX SAVINGS BANK,35 PLAINS ROAD BOX 950,ESSEX,CT,6426,6426,41,2014-10-30T12:46:17
961446,15585,0,14349,72405688,BAY PORT STATE BANK,BAY PORT STATE BANK,9840 MAIN ST ,BAY PORT,MI,48720,48720,41,2014-10-29T14:03:32
961576,30953,706164,6164,321170978,"EL DORADO SAVINGS BANK, F.S.B.","EL DORADO SAVINGS BANK, F.S.B.",4040 EL DORADO ROAD ,PLACERVILLE,CA,95667,95667,41,2014-10-30T12:21:59
961624,32245,708043,8043,243074385,"DOLLAR BANK, A FEDERAL SAVINGS BANK","DOLLAR BANK, A FEDERAL SAVINGS BANK",401 LIBERTY AVENUE 9TH FLOOR,PITTSBURGH,PA,15222,15222,41,2014-10-30T10:13:24
961811,2710,0,0,42100861,"FIRST STATE FINANCIAL, INC.","FIRST STATE FINANCIAL, INC.",PINE ST & VIRGINIA AVE ,PINEVILLE,KY,40977,40977,41,2014-10-24T15:10:47
962256,15158,0,0,75918130,TIMBERWOOD BANK,TIMBERWOOD BANK,110 WEST VETERANS STREET ,TOMAH,WI,546600880,54660,41,2014-10-28T14:59:55
962313,10520,0,0,42107673,"CITIZENS BANK, THE",CITIZENS BANK,114 WEST MAIN STREET ,MOREHEAD,KY,40351,40351,41,2014-10-17T13:42:54
962854,19245,15395,0,107000466,VALLEY NATIONAL BANK,VALLEY NATIONAL BANK,322 NORTH RIVERSIDE DRIVE ,ESPANOLA,NM,87532,87532,41,2014-10-24T11:00:39
962890,57265,25088,0,291880330,CITIZENS COMMUNITY FEDERAL NATIONAL ASSOCIATION,CITIZENS COMMUNITY FEDERAL NATIONAL ASSOCIATION,219 FAIRFAX STREET ,ALTOONA,WI,54720,54720,41,2014-10-30T14:15:17
962966,26881,20862,0,121141398,"GOLDEN PACIFIC BANK, NATIONAL ASSOCIATION","GOLDEN PACIFIC BANK, NATIONAL ASSOCIATION","980 NINTH STREET, SUITE 100 ",SACRAMENTO,CA,95814,95814,41,2014-10-29T14:13:10
963002,90311,0,7995,211371023,BAY STATE SAVINGS BANK,BAY STATE SAVINGS BANK,28 FRANKLIN STREET ,WORCESTER,MA,1608,1608,41,2014-10-27T13:35:53
963730,3661,7236,0,71900993,UNION NATIONAL BANK,UNION NATIONAL BANK,ONE FOUNTAIN SQUARE PLAZA ,ELGIN,IL,60120,60120,41,2014-10-28T16:53:55
963945,8056,0,0,74909153,MERCHANTS BANK OF INDIANA,MERCHANTS BANK OF INDIANA,7375 SOUTH US HIGHWAY 27 ,LYNN,IN,47355,47355,41,2014-10-29T10:12:09
963954,8259,0,0,101902269,"MERCHANTS AND FARMERS BANK OF SALISBURY, THE",MERCHANTS AND FARMERS BANK OF SALISBURY,507 NORTH WEBER ,SALISBURY,MO,65281,65281,41,2014-10-08T16:13:03
964157,19700,0,0,114902560,VALUEBANK TEXAS,VALUEBANK TEXAS,3649 LEOPARD STREET ,CORPUS CHRISTI,TX,78408,78408,41,2014-10-30T12:10:15
964250,14293,0,0,101204886,CITIZENS BANK & TRUST,CITIZENS BANK AND TRUST,101 NORTH MAIN STREET ,ROCK PORT,MO,64482,64482,41,2014-10-24T12:03:15
964344,10936,0,11858,72407987,SIGNATURE BANK,SIGNATURE BANK,ONE EAST HURON ,BAD AXE,MI,48413,48413,41,2014-10-27T13:59:55
964643,6191,0,0,75000721,LAYTON STATE BANK,LAYTON STATE BANK,10427 WEST LINCOLN AVENUE ,WEST ALLIS,WI,53227,53227,41,2014-10-30T23:52:11
964700,24811,0,0,11002343,BOSTON PRIVATE BANK & TRUST COMPANY,BOSTON PRIVATE BANK AND TRUST COMPANY,TEN POST OFFICE SQUARE ,BOSTON,MA,2109,2109,41,2014-10-30T07:53:36
965051,21752,0,0,103101929,FIRST STATE BANK,FIRST STATE BANK,321 WEST MAIN STREET ,WATONGA,OK,73772,73772,41,2014-10-29T15:50:48
965789,34885,714544,14544,311978818,AFFILIATED BANK,AFFILIATED BANK,500 HARWOOD RD ,BEDFORD,TX,760214110,76021,41,2014-10-16T12:20:04
966272,30969,706191,6191,281071227,FIRST FSB OF MASCOUTAH,FIRST FEDERAL SAVINGS BANK OF MASCOUTAH,101 WEST MAIN STREET ,MASCOUTAH,IL,62258,62258,41,2014-10-22T12:52:36
966722,6616,9536,0,44210063,KINGSTON NATIONAL BANK,KINGSTON NATIONAL BANK,2 NORTH MAIN ,KINGSTON,OH,45644,45644,41,2014-10-23T14:05:34
966731,4958,8039,0,64204444,FIRST NATIONAL BANK,FIRST NATIONAL BANK,ALBERTA AT BEETS STREET ,ONEIDA,TN,37841,37841,41,2014-10-29T13:13:52
966973,31329,0,6753,281573686,WEST PLAINS SAVINGS AND LOAN ASSOCIATION,WEST PLAINS SAVINGS AND LOAN ASSOCIATION,417 WEST BROADWAY STREET ,WEST PLAINS,MO,65775,65775,41,2014-10-28T16:56:29
967046,8745,0,0,71208297,FIRST STATE BANK OF MIDDLEBURY,FIRST STATE BANK OF MIDDLEBURY,111 SOUTH MAIN STREET ,MIDDLEBURY,IN,46540,46540,41,2014-10-30T11:41:01
967943,101,0,0,82901402,BANK OF PRESCOTT,BANK OF PRESCOTT,EAST SECOND AT MAIN ,PRESCOTT,AR,71857,71857,41,2014-10-23T16:56:24
967952,5369,0,0,104109739,WEST PLAINS BANK,WEST PLAINS BANK,200 NORTH MAIN ,AINSWORTH,NE,69210,69210,41,2014-10-29T15:01:50
968070,27981,700670,670,301171285,CAPITOL FEDERAL SAVINGS BANK,CAPITOL FEDERAL SAVINGS BANK,700 SOUTH KANSAS AVENUE ,TOPEKA,KS,666033894,66603,41,2014-10-30T09:55:24
968155,17872,14833,0,102104888,"FIRST NATIONAL BANK, CORTEZ","FIRST NATIONAL BANK, CORTEZ",2258 EAST MAIN ,CORTEZ,CO,81321,81321,41,2014-10-08T12:24:05
968249,14692,0,11132,73919212,PEOPLES TRUST & SAVINGS BANK,PEOPLES TRUST AND SAVINGS BANK,12701 UNIVERSITY AVENUE ,CLIVE,IA,50325,50325,41,2014-10-30T17:04:19
968557,20776,0,0,91310576,UNION STATE BANK OF FARGO,UNION STATE BANK OF FARGO,4530 17TH AVENUE SOUTH ,FARGO,ND,58103,58103,41,2014-10-29T16:50:02
968744,5006,9040,0,84202073,"FIRST NATIONAL BANK OF PONTOTOC, THE",FIRST NATIONAL BANK OF PONTOTOC,19 SOUTH MAIN STREET ,PONTOTOC,MS,38863,38863,41,2014-10-09T17:12:51
969059,10253,0,0,91309451,FIRST SECURITY BANK - WEST,FIRST SECURITY BANK - WEST,100 EAST MAIN ,BEULAH,ND,58523,58523,41,2014-10-08T17:49:43
